Telco Domain Risk Summary — Per-Domain Risk Score Calculation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Each carrier rolled up from its subdomain-level V5 scores. MAX pillars = worst subdomain per pillar (operational view). Final Risk Score (Max) = max of subdomain composites; Final Risk Score (Avg) = mean across all subdomains.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rank;Domain;Subdomains;KEV Hosts;EPSS Hosts;Any-CVE Hosts;Weak DMARC Hosts;Weak SPF Hosts;Dangling CNAME Hosts;Int IP Exposed Hosts;SSH Hosts;FTP Hosts;MySQL Hosts;Postgres Hosts;RDP Hosts;SNMP Hosts;XSS Hosts;SSRF Hosts;SQLi Hosts;P1 CVE (Max);P2 Email (Max);P3 Infra (Max);P4 Web (Max);P5 Surface (Max);P1 CVE (Avg);P2 Email (Avg);P3 Infra (Avg);P4 Web (Avg);P5 Surface (Avg);Max Penalty;Final Risk Score (Max);Max Band;Final Risk Score (Avg);Avg Band;Worst Subdomain;FRN;holding_company;Registered Name;Company Name;city;state;Domain;# Employees;Private or Public;Aquired or Not;Annual Revenue;Founded Year;WISP or Cable;Principal_Communications_Type;Chief_Executive_Officer
1246;svtel.com;4;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;66,4;90;80;0;40,2;16,6;22,5;20;0;30,7;5,0;85,0;Critical;47,5;Medium;autodiscover.svtel.com;3774338;SPRING VALLEY TELEPHONE COMPANY INC;Spring Valley Telephone Company, Inc.;Spring Valley Telephone Company;Spring Valley;WI;svtel.com;Nov-50;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";<5M;2019;NA;Incumbent Local Exchange Carrier;Sue Krohn
1247;woodhulltel.com;3;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;90;55;0;34,7;0;30;36,7;0;32,3;5,0;85,0;Critical;54,2;High;_wildcard.woodhulltel.com;3772993;WOODHULL COMMUNICATIONS COMPANY;Woodhull Community Telephone Company;Woodhull Community Telephone Company;Woodhull;IL;woodhulltel.com;01-Oct;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;<5M;1950;Cable;Incumbent Local Exchange Carrier;Kurt Barman
1248;xiberhawaii.com;7;1;0;2;1;1;1;0;0;0;0;0;0;0;1;0;0;83;90;0;30;27,5;15,3;12,9;0;8,6;19,6;5,0;85,0;Critical;34,3;Medium;_sip._tls.xiberhawaii.com;23933112;;XiberHawaii;XiberHawaii;Honolulu;HI;xiberhawaii.com;Nov-50;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;1M - 5M;2003;WISP;CAP/LEC;Stephen Thomas
1249;wmc1.com;4;0;1;1;1;1;0;0;2;2;0;0;0;0;0;1;0;74,3;90;80;50;57,6;18,6;22,5;40;12,5;41,9;5,0;85,0;Critical;60,6;High;careers.wmc1.com;;;;;;;;;;;;;;;
1250;woodsitconsulting.solutions;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;27,5;0;90;0;0;27,5;5,0;85,0;Critical;85,0;Critical;woodsitconsulting.solutions;;;;;;;;;;;;;;;
1251;source-communications.com;10;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;0;90;0;50;62,1;0;9;0;11;21,2;5,0;85,0;Critical;26,6;Medium;_sip._tls.source-communications.com;10481265;;Source Communications, LLC;Source Communications;Fort Worth;TX;source-communications.com;Nov-50;Private;"I do not have enough information to answer the query. The provided search results discuss the acquisition of ""Source One Communications Inc. USA"" by Hinduja TMT, ""Source Inc."" by Industrial Networking Solutions, ""Sourced Group"" by Amdocs, and ""ComSource, Inc."" by Mobile Communications America, but they do not contain information regarding the acquisition status of ""Source Communications"" based in Fort Worth, TX.";$10-50 million;1987;Cable;Interexchange Carrier (IXC);Carolyn Malone
1252;southbaycomm.com;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;24,1;90;0;60;27,5;8;30;0;20;27,5;5,0;85,0;Critical;49,1;Medium;autodiscover.southbaycomm.com;30575971;;South Bay Communications & Security;South Bay Communications & Security;Chesapeake;VA;southbaycomm.com;Nov-50;Private;"I do not have enough information to determine if South Bay Communications & Security has been acquired. The provided search results discuss a ""South Bay International"" acquiring Corsicana, a ""UCLA South Bay"" campus, and a ""South Bay Communications"" in Silicon Valley, but none of these refer to the specific company in Chesapeake, VA, located at southbaycomm.com.";$1-5 million;2000;Cable;Private Service Provider;Walter Bruce
1253;southernlightselectric.com;8;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;90;0;30;66;0;11,2;0;3,8;25,4;5,0;85,0;Critical;27,2;Medium;_jabber._tcp.southernlightselectric.com;;;;;;;;;;;;;;;
1254;spliceit.com;10;1;0;1;0;0;2;0;0;0;0;0;0;0;1;0;1;82;0;0;90;66;8,2;0;0;15;26,8;5,0;85,0;Critical;23,7;Low;www.spliceit.com;13244959;;Splice Communications, Inc.;Splice Communications;Cupertino;CA;spliceit.com;101-200;Private;Acquired by Fingerpaint Group;$10-50 million;2002;NA;Local Reseller;Andy Coan
1255;steadfasttechnologies.net;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;26,9;90;0;0;27,5;13,4;45;0;0;27,5;5,0;85,0;Critical;52,9;High;_wildcard.steadfasttechnologies.net;;;;;;;;;;;;;;;
1256;stellacomms.com;17;0;0;0;1;1;0;0;0;12;0;0;0;0;0;0;0;0;90;25;0;67,7;0;5,3;17,6;0;41,3;5,0;85,0;Critical;32,8;Medium;_autodiscover._tcp.stellacomms.com;15634058;;Stella Communications, Inc.;Stella Communications;Stamford;CT;stellacomms.com;01-Oct;Private;Acquired by CELESTE;Less than $1 million;2006;NA;Other Toll;ROBERT JENKINS
1257;stpaultel.com;15;2;0;3;0;1;0;0;0;0;0;0;0;0;2;0;2;86,4;40;0;90;59,9;13,6;2,7;0;12;23,7;5,0;85,0;Critical;22,8;Low;business.stpaultel.com;4979555;;St. Paul Cooperative Telephone Association;St. Paul Cooperative Telephone Association;St Paul;OR;stpaultel.com;01-Oct;Private;I do not have enough information to determine if St. Paul Cooperative Telephone Association has been acquired. The provided search data discusses acquisitions involving AT&T, UP Fiber, and Lumen, but does not mention St. Paul Cooperative Telephone Association.;$1-5 million;1905;NA;Incumbent Local Exchange Carrier;Joel Halter
1258;utilitysolutionsinc.com;9;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;26,9;90;0;50;66;3;10;0;5,6;34,6;5,0;85,0;Critical;30,5;Medium;ar.utilitysolutionsinc.com;36793115;;L&A Utility Solutions Inc.;L&A Utility Solutions;Fleming Island;FL;utilitysolutionsinc.com;34;Private;Not Acquired;$5-10 million;1990;NA;CAP/LEC;Jason Maass
1259;vbtelco.com;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;90;0;50;66;0;45;0;25;53,1;5,0;85,0;Critical;55,4;High;vbtelco.com;2592640;VAN BUREN TELEPHONE COMPANY INC;Van Buren Telephone Company, Inc.;Van Buren Telephone Company;Keosauqua;IA;vbtelco.com;Nov-50;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;$1-5 million;1923;NA;Incumbent Local Exchange Carrier;Monte Hagge
1260;vglobalinc.com;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;27,5;0;45;0;0;27,5;5,0;85,0;Critical;51,3;High;vglobalinc.com;;;;;;;;;;;;;;;
1261;virelink.com;8;0;0;0;2;2;0;0;0;2;4;0;0;0;0;2;0;0;90;65;50;40,2;0;22,5;26,2;12,5;32,5;5,0;85,0;Critical;46,0;Medium;autoconfig.virelink.com;36666931;;VIRELINK LLC;VIRELINK;Secaucus;NJ;virelink.com;01-Oct;Private;I do not have enough information to determine if VIRELINK LLC has been acquired. The search results discuss Verilink Corporation (which acquired Larscom in 2004), Truelink Capital, and an attorney named Cliff Vrielink, but they do not contain information regarding the acquisition status of VIRELINK LLC based in Secaucus, NJ.;Less;2019;NA;Interconnected VoIP;Jeffrey Galvez
1262;virtuecomm-hi.com;34;0;0;0;0;0;6;0;0;1;0;0;1;0;0;0;0;0;0;95;30;78,4;0;0;2,8;5,3;20,4;0,0;85,0;Critical;17,7;Low;email.virtuecomm-hi.com;26390609;;VirtueComm Hawaii, LLC;VirtueComm Hawaii;Kaneohe;HI;virtuecomm-hi.com;Nov-50;Private;I do not have enough information to determine if VirtueComm Hawaii (virtuecomm-hi.com) has been acquired. The search results do not provide any information regarding the acquisition status of this specific company based in Kaneohe, HI.;$1M-$5M;2014;WISP;Interconnected VoIP;Traci Tomomitsu
1263;voiceorion.com;10;0;0;1;2;2;0;0;0;2;2;0;0;0;0;2;0;36,1;90;65;50;40,2;3,6;18;13;10;30;5,0;85,0;Critical;40,7;Medium;autoconfig.voiceorion.com;33566795;Voice Orion LLC;Voice Orion LLC;Voice Orion;Dover;DE;voiceorion.com;11 to 50;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";$1 million to $10 million;2018;WISP;Interconnected VoIP;Kamlesh Sharma
1264;vortexvt.com;16;0;0;5;1;1;0;0;0;0;0;0;0;0;5;0;0;29,2;90;0;30;54,9;9,1;5,6;0;9,4;39,8;5,0;85,0;Critical;32,7;Medium;billing.vortexvt.com;;;;;;;;;;;;;;;
1265;voxstrom.com;7;0;2;2;1;1;0;0;7;6;0;0;0;0;0;1;0;66;90;80;50;69,3;18,8;12,9;76,4;7,1;59,6;5,0;85,0;Critical;72,1;High;ai.voxstrom.com;36752384;;Voxstrom;Voxstrom;SHERIDAN COUNTY;WY;voxstrom.com;11 to 50;Private;Acquired by Deutsche Telekom AG;$1 million to $10 million;2011;WISP;Interconnected VoIP;Khizar Hayat
1266;waddellsolutions.com;9;1;0;2;1;1;1;0;0;0;0;0;0;0;2;1;0;81,4;90;0;80;66;11,7;10;0;15,6;39,6;5,0;85,0;Critical;38,6;Medium;files.waddellsolutions.com;23301781;;Waddell Solutions;Waddell Solutions;Ft Wright;KY;waddellsolutions.com;1 to 10;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";Under $1 million;2008;WISP;Interconnected VoIP;Jeffrey Waddell
1267;waincetel.com;5;0;0;1;1;1;0;0;0;3;3;0;0;0;1;1;0;24,1;90;65;80;40,2;4,8;18;39;16;35,1;5,0;85,0;Critical;52,8;High;autoconfig.waincetel.com;35502814;;WAINCETEL, LLC;WAINCETEL;ALBUQUERQUE;NM;waincetel.com;Unknown;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";Unknown;;WISP;Interconnected VoIP;Waqas Zulfiqar
1268;wanrack.com;18;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;24,1;90;0;30;27,5;1,3;5;0;6,7;15,3;5,0;85,0;Critical;19,2;Low;_sip._tls.o365.wanrack.com;22659700;;WANRack, LLC;WANRack;Overland Park;KS;wanrack.com;51 to 200;Private;Acquired by CBRE Caledon Capital Management Inc. and merged with Gateway Fiber;$10 million to $50 million;2011;WISP;CAP/LEC;Doug Derstine
1269;tripeak.tech;6;1;0;1;1;1;0;0;3;0;0;0;0;0;1;0;1;87,1;90;55;60;40,2;14,5;15;27,5;15;24,1;5,0;85,0;Critical;45,8;Medium;pai-unifi.tripeak.tech;;;TriPeak Technology;TriPeak Technology;;;tripeak.tech;Nov-50;Private;I do not have enough information to determine if TriPeak Technology (tripeak.tech) has been acquired. The search results mention two different companies: a United States-based TriPeak Technology founded in 2020 which is listed as unfunded and has made no acquisitions, and a China-based Tripeak Technologies founded in 2021 which is listed as deadpooled. There is no information indicating an acquisition for the entity associated with the domain tripeak.tech.;$1-5 million;2020;NA;CAP/LEC;
1270;turn-dial.com;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;90;0;50;62,1;0;22,5;0;12,5;25,6;5,0;85,0;Critical;38,6;Medium;_sip._tls.turn-dial.com;;;;;;;;;;;;;;;
1271;turnkeyvoip.com;4;1;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;82;40;65;90;66;20,5;10;16,2;35;40,3;5,0;85,0;Critical;45,2;Medium;support.turnkeyvoip.com;31877202;Turnkey VoIP Holding LLC;Turnkkey VoIP;Turnkkey VoIP;Odessa;FL;turnkeyvoip.com;02-Oct;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;$1-5 million;2022;NA;Interconnected VoIP;Andrew MArtin
1272;unggoybroadband.com;9;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;95;30;87,4;0;0;10,6;3,3;35;0,0;85,0;Critical;26,0;Medium;email.unggoybroadband.com;23279011;;Unggoy Broadband;Unggoy Broadband;Charles City;IA;unggoybroadband.com;01-Oct;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";Less than $1 million;2013;WISP;Interconnected VoIP;Glen Poppe
1273;united2.com;4;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;78,7;40;95;30;82,4;19,7;10;23,8;7,5;57,2;5,0;85,0;Critical;52,6;High;email.united2.com;25662982;;United2, LLC;United2;Glendale;CA;united2.com;01-Oct;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";$1-5 million;2016;WISP;Interconnected VoIP;Davit Gasparyan
1274;thelacomputerguy.com;12;0;0;1;1;1;1;0;0;2;0;0;0;0;0;0;0;24,1;90;25;30;76,1;2;7,5;4,2;2,5;31,6;5,0;85,0;Critical;32,2;Medium;_autodiscover._tcp.thelacomputerguy.com;29563863;;The Computer Guys of L.A.;The Computer Guys of L.A;Northridge;CA;thelacomputerguy.com;01-Oct;Private;I do not have enough information in the provided sources to determine if The Computer Guys of L.A has been acquired. The documents describe the company's services and contact information but do not mention any acquisition history.;$1-5 million;2007;NA;Interconnected VoIP;Fred Marzillier
1275;tossabledigits.com;10;2;0;2;1;0;0;0;0;0;0;0;0;0;2;0;2;80,1;50;0;90;27,5;16;5;0;18;13,8;5,0;85,0;Critical;24,0;Low;web1.tossabledigits.com;31031347;;Tossable Digits;Tossable Digits;Stamford;CT;tossabledigits.com;01-Oct;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";$5-10 million;2006;WISP;Local Reseller;Peter Hansen
1276;tango-networks.com;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;90;0;50;27,5;0;45;0;25;27,5;5,0;85,0;Critical;60,0;High;_wildcard.tango-networks.com;24752289;;Tango Networks, Inc;Tango;Frisco;TX;tango-networks.com;48;Private;Not acquired;$10-50 million;2005;WISP;Cellular/PCS/SMR;Douglas Bartek
1277;teambluestream.com;22;2;1;2;1;1;4;0;2;0;0;0;0;0;1;1;0;88,3;90;55;50;83,3;7,9;4,1;5;9,1;26,4;5,0;85,0;Critical;31,6;Medium;_sip._tls.teambluestream.com;30553598;;BlueStream Consulting;BlueStream Consulting;Clermont;FL;teambluestream.com;01-Oct;Private;I do not have enough information to determine if BlueStream Consulting in Clermont, FL, has been acquired. The provided search results discuss BlueStream Solutions (Greece), Bluestream Health (telehealth), Bluestream Offshore (Netherlands), and Blue Stream Fiber (Florida), but they do not contain acquisition details for BlueStream Consulting.;Less than $1 million;2004;Cable;Interconnected VoIP;Jason Smith Jason
1278;rulecommunications.com;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;34,7;0;30;0;0;20,7;5,0;85,0;Critical;34,2;Medium;rulecommunications.com;1628585;;Rule Communications;Rule Communications;Cheyenne;WY;rulecommunications.com;01-Oct;Private;I do not have enough information to answer the query. The provided documents discuss Rule Communications' partnership with Halon and various general rules regarding acquisitions, but they do not state whether Rule Communications has been acquired.;Less than $1 million;2018;WISP;Paging & Messaging;Robert Rule
1279;rvtc.net;9;0;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;90;55;0;62,1;0;10;15;0;49,3;5,0;85,0;Critical;40,3;Medium;_wildcard.rvtc.net;3730959;;River Valley Telecommunications Coop;River Valley Telecommunications Coop;Graettinger;IA;rvtc.net;Nov-50;Private;Not acquired;$1-5 million;1967;WISP;Incumbent Local Exchange Carrier;Ivan Dalen
1280;rytelhosted.com;12;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;0;90;0;50;27,5;0;7,5;0;9,2;16;5,0;85,0;Critical;22,2;Low;_sip._tls.rytelhosted.com;28073088;;RyTel, LLC;RyTel;Salt Lake City;UT;rytelhosted.com;Nov-50;Private;I do not have enough information to determine if RyTel has been acquired. The search data provided refers to a different company, Ytel, which was acquired by SharpenCX.;$1-5 million;2012;NA;Interconnected VoIP;Mark Koon
1281;sagecom.net;4;0;0;0;1;1;1;0;2;2;0;0;0;0;0;1;0;0;90;80;50;54,9;0;22,5;40;20;34,3;5,0;85,0;Critical;61,4;High;careers.sagecom.net;22594733;TSC Acquisition Corp;Sage Telecom Communications, LLC;Sage Telecom Communications;Los Angeles;CA;sagecom.net;51-200;Private;Acquired by Silver Point Capital in 2007 and then by Telscape Communications (rebranded as TruConnect) in 2012;$5-10 million;1992;WISP;Local Reseller;Nathan Johnson
1282;satchel.com;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;90;0;0;0;5,0;85,0;Critical;85,0;Critical;satchel.com;;;;;;;;;;;;;;;
1283;schallertel.net;11;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;90;55;0;57,6;0;8,2;10;0;39;5,0;85,0;Critical;35,7;Medium;ftp.schallertel.net;2593440;;Schaller Telephone Company;Schaller Telephone Company;Schaller;IA;schallertel.net;Nov-50;Private;Not acquired;$25-50 million;1957;Cable;Incumbent Local Exchange Carrier;Allison Kistenmacher
1284;securitytechnologygroup.com;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;90;0;50;66;0;22,5;0;12,5;49,9;5,0;85,0;Critical;49,8;Medium;autodiscover.securitytechnologygroup.com;31365372;;Security Technology Group;Security Technology Group;Chesapeake;VA;securitytechnologygroup.com;Nov-50;Private;Acquired by SOS International (SOSi);$5-10 million;2020;NA;Interconnected VoIP;Joseph Agreste III
1285;semtechit.com;9;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;84,8;90;0;30;44,8;9,4;10;0;6,7;20,3;5,0;85,0;Critical;30,4;Medium;_sip._tls.semtechit.com;29812534;;SemTech IT Solutions;SemTech IT Solutions;Longwood;FL;semtechit.com;Nov-50;Private;I do not have enough information to answer the query. The provided information discusses acquisitions by Semtech Corporation, which appears to be a different entity than SemTech IT Solutions.;$1-5 million;2011;NA;Interconnected VoIP;Diane Willcox
1286;siliconbusinesssystems.com;5;1;1;1;0;0;0;0;4;0;1;0;0;0;0;1;1;83;0;95;60;52;16,6;0;52;22;38,9;5,0;85,0;Critical;52,5;High;sign.siliconbusinesssystems.com;17822529;;Silicon Business System Inc.;Silicon Business System;Perris;CA;siliconbusinesssystems.com;1;Private;I do not have enough information to answer this query. The provided documents discuss the acquisition of Silicon Labs by Texas Instruments, but they do not mention Silicon Business System.;Less than $1 million;1998;NA;Prepaid Card;Matt Liu
1287;simplicity.com;4;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;90;0;30;27,5;0;22,5;0;7,5;20,6;5,0;85,0;Critical;30,0;Medium;autodiscover.simplicity.com;;;;;;;;;;;;;;;
1288;4pnx.com;26;1;0;1;0;0;3;0;0;0;0;2;3;0;1;0;1;82;0;70;90;85;3,2;0;11,2;6,9;24,1;5,0;85,0;Critical;22,8;Low;support.4pnx.com;;;;;;;;;;;;;;;
1289;advantagetelecominc.com;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;82,5;0;0;90;27,5;41,2;0;0;45;27,5;5,0;85,0;Critical;51,3;High;www.advantagetelecominc.com;5558606;;Advantage Telecom Inc;Advantage Telecom;Emmitsburg;MD;advantagetelecominc.com;51 to 100;Private;I do not have enough information in the provided data to determine if Advantage Telecom (based in Emmitsburg, MD) has been acquired. The search results refer to other companies with similar names, such as Advantage Communications Group (merged with vMOX), Advantage Engineers (acquired by Network Connex), and Advantage Utilities (acquired by ITG Communications), but do not contain acquisition information for Advantage Telecom.;$1 million to $5 million;1998;WISP;Interconnected VoIP;Hope Baker
1290;ahoi.org;7;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;77,9;90;0;0;27,5;22,3;12,9;0;0;27,5;5,0;85,0;Critical;43,0;Medium;ahoi.org;;;;;;;;;;;;;;;
1291;allanpinchbackinnovations.com;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;27,5;0;22,5;0;0;27,5;5,0;85,0;Critical;34,4;Medium;allanpinchbackinnovations.com;37108891;;ALLAN PINCHBACK INNOVATIONS LLC;ALLAN PINCHBACK INNOVATIONS;BEEVILLE;TX;allanpinchbackinnovations.com;1 to 4;Private;I do not have enough information to determine if ALLAN PINCHBACK INNOVATIONS has been acquired. The provided spreadsheet data only contains the company name, location, and domain, and current search results do not indicate any acquisition history for this entity.;Less than $1 million;2023;NA;Interconnected VoIP;Allan Pinchback
1292;alpharoute.com;6;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;33,9;90;0;80;66;5,6;15;0;13,3;24,8;5,0;85,0;Critical;27,1;Medium;alpharoute.com;33811027;;ALPHA ROUTE;ALPHA ROUTE;Willmington;DE;alpharoute.com;2 to 10;Private;Acquired by UP Fiber, Inc.;Less than $1 million;2021;NA;Interconnected VoIP;Christopher Struttmann
1293;ancero.com;13;1;1;2;1;1;2;0;2;2;0;0;0;0;1;0;0;84,8;90;80;30;72,3;12,2;6,9;12,3;6,9;22,1;5,0;85,0;Critical;34,8;Medium;_autotask.ancero.com;21035183;;Ancero LLC.;Ancero;Mt Laurel;NJ;ancero.com;11 to 50;Private;"The provided information does not contain any record of Ancero being acquired; rather, it indicates that Ancero is a privately held company that has acquired other firms such as Integrated Network Consulting Inc. and Ground Swell, Inc.";$10 million to $25 million;1999;NA;Interconnected VoIP;Robert Hogg
